Fecha,ACO,AJM,AJU,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
16/04/2022,72,nr,102,86,nr,96,87,100,nr,nr,85,nr,89,90,81,90,80,nr,64,90,nr,76,70,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
17/04/2022,76,nr,103,79,nr,107,83,100,nr,nr,80,nr,94,77,77,83,99,nr,74,101,nr,72,87,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
18/04/2022,74,nr,102,79,nr,103,96,112,nr,nr,72,nr,123,82,84,95,81,nr,91,93,nr,78,77,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
19/04/2022,63,nr,87,77,nr,100,77,107,nr,nr,71,nr,104,60,69,76,70,nr,45,100,nr,62,60,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
20/04/2022,87,nr,94,85,nr,113,111,114,nr,nr,98,nr,81,95,88,135,110,nr,54,112,nr,93,102,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
21/04/2022,85,nr,108,92,nr,117,110,122,nr,nr,81,nr,92,91,78,95,95,nr,66,101,nr,75,77,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
22/04/2022,68,nr,89,72,nr,83,73,90,nr,nr,71,nr,85,68,70,75,68,nr,55,85,nr,62,60,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
23/04/2022,76,nr,107,78,nr,93,75,96,nr,nr,79,nr,95,74,73,88,82,nr,43,85,nr,68,60,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
24/04/2022,10,nr,99,78,nr,121,100,118,nr,nr,73,nr,91,85,72,96,100,nr,52,100,nr,76,95,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
25/04/2022,66,nr,107,77,nr,50,79,112,nr,nr,74,nr,83,75,66,83,77,nr,57,93,nr,65,65,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
26/04/2022,41,nr,83,44,nr,nr,47,63,nr,nr,58,nr,62,42,42,51,45,nr,40,48,nr,39,42,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
27/04/2022,53,nr,92,62,nr,80,67,97,nr,nr,67,nr,86,57,60,68,nr,nr,58,75,nr,53,58,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
28/04/2022,64,nr,105,71,nr,97,82,108,nr,nr,87,nr,83,71,72,20,94,nr,57,110,nr,67,67,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
29/04/2022,86,nr,97,94,nr,138,119,145,nr,nr,92,nr,44,80,87,nr,106,nr,59,131,nr,91,91,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
30/04/2022,112,nr,82,137,nr,103,114,106,nr,nr,76,nr,nr,131,95,nr,118,nr,46,107,nr,118,113,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
01/05/2022,89,nr,77,116,nr,112,111,103,nr,nr,74,nr,nr,119,96,nr,102,nr,46,102,nr,88,94,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
02/05/2022,92,nr,101,108,nr,169,29,169,nr,nr,101,nr,nr,90,111,nr,125,nr,59,156,nr,103,117,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
03/05/2022,87,nr,110,106,nr,147,127,152,nr,nr,104,nr,nr,90,104,nr,112,nr,81,131,nr,81,92,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
04/05/2022,109,nr,97,130,nr,149,128,143,nr,nr,77,nr,112,105,100,109,114,nr,60,139,nr,97,103,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
05/05/2022,101,nr,107,128,nr,168,133,154,nr,nr,109,nr,145,102,108,108,113,nr,75,155,nr,101,114,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
06/05/2022,87,nr,140,99,nr,124,95,141,nr,nr,102,nr,117,92,80,97,92,nr,70,117,nr,88,85,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
07/05/2022,80,nr,111,83,nr,123,66,120,nr,nr,109,nr,98,81,99,83,104,nr,59,126,nr,76,90,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
08/05/2022,81,nr,107,82,nr,109,nr,108,nr,nr,95,nr,102,83,73,102,93,nr,54,100,nr,74,71,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
09/05/2022,82,nr,nr,86,nr,118,nr,125,nr,nr,90,nr,117,91,95,89,91,nr,82,98,nr,74,78,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
10/05/2022,63,nr,nr,72,nr,95,72,105,nr,nr,81,nr,96,71,71,75,72,nr,68,82,nr,66,61,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
11/05/2022,55,nr,nr,50,nr,62,51,67,nr,nr,52,nr,63,49,50,56,52,nr,41,51,nr,48,49,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
12/05/2022,59,34,nr,67,nr,88,78,96,nr,nr,89,nr,90,68,71,69,69,nr,69,78,nr,59,58,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
13/05/2022,74,101,nr,80,nr,111,77,110,nr,nr,82,nr,87,70,75,81,97,nr,67,120,nr,71,78,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
14/05/2022,86,129,nr,89,nr,128,133,129,nr,nr,100,nr,106,81,76,89,41,nr,65,96,nr,76,94,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
15/05/2022,58,80,nr,77,nr,99,77,95,nr,nr,81,nr,nr,76,61,71,79,nr,52,90,nr,67,81,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
16/05/2022,71,90,nr,68,nr,92,72,93,nr,nr,78,nr,nr,67,68,71,69,nr,68,90,nr,64,66,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
17/05/2022,83,96,nr,85,nr,98,83,103,nr,nr,92,nr,nr,81,73,101,103,nr,66,98,nr,74,66,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
18/05/2022,83,101,120,77,nr,95,80,100,nr,nr,83,nr,nr,75,65,80,84,nr,63,93,nr,72,69,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
19/05/2022,79,137,115,83,nr,141,106,140,nr,nr,88,nr,100,75,76,78,91,nr,62,129,nr,75,79,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
20/05/2022,94,157,110,114,nr,155,134,162,nr,nr,99,nr,170,104,100,114,123,nr,62,129,nr,43,47,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
21/05/2022,94,140,125,96,nr,141,130,141,nr,nr,105,nr,106,98,84,107,114,nr,60,142,nr,89,101,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
22/05/2022,98,137,95,108,nr,128,138,133,nr,nr,86,nr,119,98,102,94,98,nr,49,111,nr,95,107,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
23/05/2022,88,123,86,90,nr,131,104,57,nr,nr,97,nr,99,83,74,99,104,nr,41,123,nr,83,81,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
24/05/2022,81,119,99,83,nr,105,76,113,nr,nr,103,nr,101,88,74,98,111,nr,44,115,nr,75,92,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
25/05/2022,85,121,129,83,nr,102,82,109,nr,nr,86,nr,98,86,83,86,81,nr,69,96,nr,79,74,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
26/05/2022,66,105,103,72,nr,101,85,103,nr,nr,87,nr,88,74,37,73,73,nr,54,86,nr,64,66,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
27/05/2022,51,72,73,56,nr,62,43,69,nr,nr,64,nr,62,30,nr,55,50,nr,44,56,nr,51,48,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
28/05/2022,46,85,84,58,nr,73,55,87,nr,nr,68,nr,75,58,nr,51,51,nr,53,64,nr,46,42,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
29/05/2022,75,99,111,77,nr,94,86,100,nr,nr,75,nr,87,82,nr,81,78,nr,55,99,nr,74,75,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
30/05/2022,77,122,124,79,nr,115,82,115,nr,nr,90,nr,91,75,nr,78,85,nr,74,112,nr,70,71,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
31/05/2022,65,103,78,88,nr,96,91,95,nr,nr,87,nr,86,64,88,87,78,nr,57,98,nr,64,73,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
01/06/2022,46,84,82,55,nr,72,nr,80,nr,nr,70,nr,70,50,48,54,52,nr,42,64,nr,42,45,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
02/06/2022,38,84,81,50,nr,67,nr,78,nr,nr,47,nr,67,43,46,46,46,nr,44,55,nr,37,39,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
03/06/2022,67,100,114,74,nr,92,nr,101,nr,nr,71,nr,85,66,70,66,65,nr,62,81,nr,58,59,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
04/06/2022,64,87,108,77,nr,84,nr,95,nr,nr,80,nr,80,69,59,77,83,nr,51,90,nr,62,71,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
05/06/2022,61,85,91,69,nr,80,nr,87,nr,nr,66,nr,69,64,55,64,73,nr,44,85,nr,56,56,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
06/06/2022,69,88,93,67,nr,84,nr,88,nr,nr,74,nr,77,69,62,71,73,nr,64,76,nr,65,60,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
07/06/2022,88,152,111,103,nr,140,nr,149,nr,nr,122,nr,128,92,26,93,100,nr,94,131,nr,87,94,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
08/06/2022,80,115,89,104,nr,103,105,104,nr,nr,74,nr,102,87,85,83,84,nr,62,96,nr,83,81,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
09/06/2022,54,52,47,54,nr,46,51,53,nr,nr,41,nr,52,43,46,52,53,nr,19,33,nr,54,57,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
10/06/2022,89,90,67,96,nr,96,98,114,nr,nr,65,nr,119,64,88,92,90,nr,34,87,nr,80,74,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
11/06/2022,64,119,97,69,nr,109,90,119,nr,nr,86,nr,109,69,79,75,71,nr,80,84,nr,60,55,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
12/06/2022,65,93,76,83,nr,85,88,85,nr,nr,57,nr,91,69,88,76,75,nr,57,77,nr,69,62,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
13/06/2022,62,88,69,94,nr,102,27,96,nr,nr,64,nr,38,66,93,78,78,nr,52,92,nr,66,72,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
14/06/2022,41,81,70,51,nr,59,45,73,nr,nr,69,nr,55,51,45,49,46,nr,31,55,nr,38,39,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
15/06/2022,28,63,48,28,nr,75,42,73,nr,nr,50,nr,55,29,35,46,46,nr,34,70,nr,27,30,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
16/06/2022,59,44,49,59,nr,62,55,61,nr,nr,45,nr,51,50,43,63,66,nr,29,51,nr,58,52,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
17/06/2022,47,84,77,58,nr,77,63,82,nr,nr,70,nr,77,51,60,59,58,nr,52,71,nr,47,45,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
18/06/2022,63,103,95,65,nr,99,78,104,nr,nr,63,nr,87,62,66,69,71,nr,34,82,nr,56,53,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
19/06/2022,32,67,71,40,nr,57,42,62,nr,nr,54,nr,52,40,37,39,40,nr,29,49,nr,33,31,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
20/06/2022,42,94,94,54,nr,79,60,86,nr,nr,70,nr,73,46,56,56,54,nr,52,71,nr,39,47,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
21/06/2022,31,38,38,21,nr,32,28,35,nr,nr,30,nr,38,30,30,28,33,nr,24,25,nr,25,30,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
22/06/2022,32,59,41,nr,nr,48,39,57,nr,nr,35,nr,47,30,33,nr,40,nr,26,37,nr,32,35,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
23/06/2022,75,53,47,72,nr,55,60,53,nr,nr,45,nr,52,76,60,78,72,nr,33,49,nr,81,72,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
24/06/2022,45,61,54,80,nr,56,67,56,nr,nr,44,nr,55,92,60,87,85,nr,22,54,nr,63,87,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
25/06/2022,72,94,72,88,nr,107,115,114,nr,nr,67,nr,97,76,91,87,93,nr,36,88,nr,69,72,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
26/06/2022,68,109,96,81,nr,99,95,104,nr,nr,44,nr,101,72,75,77,74,nr,65,84,nr,66,63,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
27/06/2022,33,63,65,37,nr,48,35,56,nr,nr,59,nr,48,34,34,39,37,nr,33,39,nr,32,32,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
28/06/2022,43,100,91,51,nr,74,62,85,nr,nr,78,nr,74,46,50,58,53,nr,50,61,nr,44,43,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
29/06/2022,64,113,107,69,nr,108,82,111,nr,nr,85,nr,93,68,76,78,76,nr,67,94,nr,64,63,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
30/06/2022,75,147,144,82,nr,118,115,138,nr,nr,101,nr,106,82,89,95,92,nr,77,113,nr,73,80,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
01/07/2022,84,121,121,101,nr,117,111,111,nr,nr,91,nr,128,98,91,99,99,nr,73,98,nr,77,72,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
02/07/2022,70,135,118,75,nr,120,91,128,nr,nr,99,nr,107,67,nr,87,83,nr,67,101,nr,70,28,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
03/07/2022,69,122,97,84,nr,103,99,116,nr,nr,90,nr,107,75,98,90,87,nr,81,93,nr,73,72,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
04/07/2022,31,60,60,44,nr,44,45,51,nr,nr,40,nr,66,37,45,43,40,nr,33,36,nr,38,34,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
05/07/2022,60,94,69,82,nr,72,84,90,nr,nr,62,nr,77,63,89,66,77,nr,40,67,nr,55,72,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
06/07/2022,nr,117,106,82,nr,110,88,116,nr,nr,86,nr,99,73,83,88,83,nr,76,94,nr,69,65,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
07/07/2022,nr,84,51,66,nr,75,72,86,nr,nr,61,nr,73,58,69,66,69,nr,35,66,nr,54,51,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
08/07/2022,nr,96,88,60,nr,89,65,96,nr,nr,80,nr,84,57,68,67,65,nr,64,76,nr,51,50,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
09/07/2022,nr,80,78,55,nr,74,61,77,nr,nr,60,nr,68,52,52,58,55,nr,48,68,nr,44,39,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
10/07/2022,nr,105,96,79,nr,97,85,105,nr,nr,92,nr,97,67,87,82,77,nr,73,82,nr,67,67,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
11/07/2022,nr,107,63,95,nr,107,109,116,nr,nr,53,nr,104,80,91,93,99,nr,46,97,nr,84,74,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
12/07/2022,nr,132,120,84,nr,105,80,126,nr,nr,86,nr,97,77,80,89,80,nr,77,87,nr,76,69,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
13/07/2022,nr,87,72,85,nr,88,95,101,nr,nr,28,nr,104,73,85,86,82,nr,64,85,nr,70,71,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
14/07/2022,69,110,100,76,nr,92,84,106,nr,nr,11,nr,93,71,73,81,77,nr,57,89,nr,65,63,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
15/07/2022,54,49,50,52,nr,61,52,56,nr,nr,40,nr,54,51,48,60,56,nr,29,54,nr,52,51,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
16/07/2022,61,52,43,71,nr,56,66,54,nr,nr,41,nr,54,67,63,76,71,nr,27,48,nr,71,55,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
17/07/2022,60,100,67,78,nr,83,97,89,nr,nr,53,nr,98,65,82,71,79,nr,53,70,nr,66,78,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
18/07/2022,73,64,81,62,nr,55,55,66,nr,nr,68,nr,57,69,51,71,74,nr,38,64,nr,59,56,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
19/07/2022,19,45,107,78,nr,112,101,119,nr,nr,99,nr,46,73,92,87,86,nr,77,89,nr,71,75,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
20/07/2022,63,113,108,71,nr,94,78,106,nr,nr,76,nr,78,81,66,77,73,nr,nr,81,nr,62,60,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
21/07/2022,85,120,118,79,nr,109,97,117,nr,nr,99,nr,109,77,93,98,87,nr,102,95,nr,81,81,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
22/07/2022,82,115,113,82,nr,103,96,108,nr,nr,99,nr,110,nr,83,90,83,nr,95,90,nr,73,73,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
23/07/2022,69,65,62,75,nr,79,85,75,nr,nr,49,nr,71,nr,68,87,83,nr,33,73,nr,76,64,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
24/07/2022,50,89,82,55,nr,79,66,84,nr,nr,66,nr,73,nr,54,63,60,nr,51,67,nr,48,46,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
25/07/2022,45,29,74,53,nr,67,57,72,nr,nr,57,nr,65,nr,53,56,53,nr,45,51,nr,44,45,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
26/07/2022,73,62,61,107,nr,nr,99,61,nr,nr,45,nr,82,nr,95,84,81,nr,41,84,nr,70,74,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
27/07/2022,56,75,51,80,nr,nr,68,82,nr,nr,46,nr,76,nr,61,65,67,nr,35,74,nr,63,63,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
28/07/2022,68,89,58,75,nr,nr,82,86,nr,nr,60,nr,16,nr,73,80,80,nr,36,74,nr,68,72,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
29/07/2022,46,60,44,41,nr,nr,40,60,nr,nr,51,nr,41,nr,38,59,42,nr,33,44,nr,50,27,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
30/07/2022,60,112,46,54,nr,nr,78,104,nr,nr,74,nr,74,nr,57,76,73,nr,62,94,nr,59,63,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
31/07/2022,56,104,nr,70,nr,nr,80,98,nr,nr,74,nr,92,nr,75,73,69,nr,74,85,nr,62,61,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
01/08/2022,59,57,nr,74,nr,nr,80,72,nr,nr,47,nr,67,nr,73,65,71,nr,34,71,nr,64,66,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
02/08/2022,56,33,nr,73,nr,nr,91,104,nr,nr,79,nr,91,nr,79,93,93,nr,46,99,nr,67,73,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
