Fecha,ACO,AJM,AJU,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL
19/11/2022,84,73,62,70,nr,75,87,78,nr,nr,67,nr,49,88,79,92,89,nr,49,nr,nr,nr,80,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
20/11/2022,47,40,29,35,nr,43,43,39,nr,nr,50,nr,28,44,36,58,47,nr,33,nr,nr,nr,34,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
21/11/2022,56,54,48,50,nr,49,53,59,nr,nr,68,nr,31,61,34,65,60,nr,27,nr,nr,nr,47,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
22/11/2022,55,62,68,55,nr,58,34,71,nr,nr,74,nr,47,60,54,71,61,nr,30,nr,nr,51,48,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
23/11/2022,63,89,70,62,nr,81,81,88,nr,nr,nr,nr,54,60,65,68,65,nr,64,nr,nr,53,63,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
24/11/2022,75,85,73,67,nr,60,80,89,nr,nr,nr,nr,45,87,69,82,85,nr,53,nr,nr,76,62,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
25/11/2022,82,77,52,79,nr,70,82,83,nr,nr,39,nr,46,90,75,74,67,nr,42,nr,nr,78,58,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
26/11/2022,55,75,55,52,nr,62,65,70,nr,nr,45,nr,34,68,42,58,63,nr,41,nr,nr,64,62,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
27/11/2022,77,89,73,79,nr,82,92,91,nr,nr,45,nr,59,83,81,84,81,nr,50,nr,nr,95,77,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
28/11/2022,50,62,60,71,nr,72,72,72,nr,nr,66,nr,42,41,67,77,71,nr,47,nr,nr,79,61,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
29/11/2022,nr,74,71,73,nr,65,72,77,nr,nr,54,nr,56,91,27,78,63,nr,52,nr,nr,74,71,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
30/11/2022,41,54,76,44,nr,45,38,49,nr,nr,73,nr,35,48,38,42,41,nr,51,nr,nr,40,35,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
01/12/2022,39,77,74,45,nr,65,53,80,nr,nr,54,nr,48,46,55,57,55,nr,61,nr,nr,43,41,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
02/12/2022,60,90,90,63,nr,74,68,89,nr,nr,63,nr,62,59,56,86,92,nr,75,nr,nr,69,80,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
03/12/2022,32,71,69,39,nr,53,42,73,nr,nr,60,nr,43,40,41,50,46,nr,57,nr,nr,37,37,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
04/12/2022,52,71,70,54,nr,63,59,71,nr,nr,63,nr,50,54,59,65,61,nr,66,nr,nr,52,48,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
05/12/2022,70,111,67,61,nr,85,80,105,nr,nr,73,nr,63,63,61,87,88,nr,70,nr,nr,80,79,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
06/12/2022,66,99,105,79,nr,100,88,111,nr,nr,90,nr,64,78,91,86,75,nr,83,nr,nr,69,71,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
07/12/2022,36,73,73,46,nr,56,48,70,nr,nr,70,nr,55,47,54,50,47,nr,71,nr,nr,38,34,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
08/12/2022,66,95,77,60,nr,80,69,84,nr,nr,77,nr,57,71,59,83,80,nr,65,nr,nr,70,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
09/12/2022,58,87,73,60,nr,68,69,83,nr,nr,81,nr,58,55,69,79,68,nr,64,nr,nr,69,57,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
10/12/2022,69,80,77,62,nr,68,68,80,nr,nr,66,nr,48,61,60,68,67,nr,69,nr,nr,63,52,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
11/12/2022,57,81,87,56,nr,67,60,79,nr,nr,84,nr,50,55,58,65,72,nr,69,nr,nr,57,59,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
12/12/2022,84,93,81,77,nr,84,79,102,nr,nr,55,nr,57,81,80,89,79,nr,73,nr,nr,92,72,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
13/12/2022,98,108,74,88,nr,69,83,101,nr,nr,nr,nr,nr,101,72,94,83,nr,64,nr,nr,97,78,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
14/12/2022,74,85,85,70,nr,76,74,81,nr,nr,nr,nr,nr,75,79,85,81,nr,72,nr,nr,88,89,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
15/12/2022,68,80,77,111,nr,73,75,81,nr,nr,nr,nr,85,132,86,60,61,nr,57,nr,nr,73,68,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
16/12/2022,94,124,91,107,nr,83,88,108,nr,nr,49,nr,118,106,98,84,84,nr,59,nr,nr,92,98,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
17/12/2022,91,89,89,97,nr,81,83,89,nr,nr,57,nr,98,101,87,87,80,nr,64,nr,nr,90,73,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
18/12/2022,91,106,95,89,nr,87,82,105,nr,nr,67,nr,100,99,77,88,85,nr,59,nr,nr,90,79,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
19/12/2022,3,97,87,71,nr,77,70,90,nr,nr,89,nr,85,70,60,84,82,nr,67,nr,nr,78,78,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
20/12/2022,nr,106,119,69,nr,81,nr,97,nr,nr,112,nr,96,71,72,74,71,nr,87,nr,nr,63,63,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
21/12/2022,nr,48,60,64,nr,40,nr,47,nr,nr,42,nr,44,73,50,51,49,nr,42,42,nr,61,52,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
22/12/2022,nr,101,90,77,nr,89,nr,102,nr,nr,89,nr,106,72,71,85,85,nr,23,86,nr,82,86,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
23/12/2022,94,88,86,87,nr,78,83,93,nr,nr,67,nr,91,85,73,88,83,nr,75,86,nr,98,82,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
24/12/2022,71,73,53,56,nr,63,55,72,nr,nr,49,nr,64,71,51,66,60,nr,47,67,nr,72,53,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
25/12/2022,46,54,43,33,nr,39,46,49,nr,nr,46,nr,50,33,36,47,50,nr,44,47,nr,36,44,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
26/12/2022,52,58,61,42,nr,52,44,63,nr,nr,51,nr,56,46,42,56,61,nr,48,56,nr,50,49,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
27/12/2022,62,68,69,66,nr,57,57,66,nr,nr,59,nr,66,65,55,61,55,nr,50,60,nr,57,54,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
28/12/2022,61,65,61,55,nr,58,55,66,nr,nr,52,nr,49,64,47,61,60,nr,46,63,nr,67,54,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
29/12/2022,41,42,47,40,nr,38,38,45,nr,nr,35,nr,36,46,39,40,38,nr,37,36,nr,41,36,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
30/12/2022,53,51,50,35,nr,45,42,52,nr,nr,36,nr,44,43,32,46,41,nr,45,48,nr,46,31,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
31/12/2022,36,47,50,43,nr,36,37,43,nr,nr,38,nr,44,48,35,33,34,nr,37,36,nr,37,37,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr,nr
